,population,max_generations,combination_prob,mutation_prob,iteration,k1,k3,k5,k7,k9
486,25.0,50.0,0.7,0.05,1.0,0.22483361064891846,0.2549916805324459,0.2608153078202995,0.2549916805324459,0.2549916805324459
487,25.0,50.0,0.7,0.05,1.0,0.3036605657237937,0.2036189683860233,0.20112312811980032,0.22961730449251247,0.3026206322795341
488,25.0,50.0,0.7,0.05,1.0,0.27267054908485855,0.26767886855241263,0.26767886855241263,0.26643094841930115,0.3136439267886855
489,25.0,50.0,0.7,0.05,1.0,0.2454242928452579,0.26143926788685523,0.26143926788685523,0.329242928452579,0.2797420965058236
490,25.0,50.0,0.7,0.05,1.0,0.33277870216306155,0.3277870216306156,0.34588186356073214,0.3398502495840266,0.3379783693843594
491,25.0,50.0,0.7,0.05,1.0,0.22483361064891846,0.2549916805324459,0.2608153078202995,0.2549916805324459,0.2549916805324459
492,25.0,50.0,0.7,0.05,1.0,0.21048252911813645,0.31697171381031614,0.21256239600665558,0.3167637271214642,0.31697171381031614
493,25.0,50.0,0.7,0.05,1.0,0.360648918469218,0.41389351081530784,0.42366888519134777,0.4369800332778702,0.42949251247920134
494,25.0,50.0,0.7,0.05,1.0,0.14288685524126457,0.2485440931780366,0.23107321131447586,0.2502079866888519,0.2502079866888519
495,25.0,50.0,0.7,0.05,1.0,0.31697171381031614,0.23980865224625625,0.24958402662229617,0.3099001663893511,0.3099001663893511
496,25.0,50.0,0.7,0.05,1.0,0.30615640599001664,0.31385191347753744,0.3288269550748752,0.33444259567387685,0.34068219633943425
497,25.0,50.0,0.7,0.05,1.0,0.3860232945091514,0.3209234608985025,0.3410981697171381,0.3410981697171381,0.343801996672213
498,25.0,50.0,0.7,0.05,1.0,0.3198835274542429,0.3084442595673877,0.3084442595673877,0.3115640599001664,0.31426788685524126
499,25.0,50.0,0.7,0.05,1.0,0.34900166389351084,0.34920965058236275,0.34234608985024956,0.34213810316139764,0.3517054908485857
500,25.0,50.0,0.7,0.05,1.0,0.2021630615640599,0.21630615640599002,0.2160981697171381,0.2992928452579035,0.31426788685524126
501,25.0,50.0,0.7,0.05,1.0,0.21630615640599002,0.228369384359401,0.24188851913477538,0.24188851913477538,0.30782029950083195
502,25.0,50.0,0.7,0.05,1.0,0.18552412645590682,0.18552412645590682,0.18552412645590682,0.18552412645590682,0.18552412645590682
503,25.0,50.0,0.7,0.05,1.0,0.3354825291181364,0.32529118136439267,0.32529118136439267,0.32529118136439267,0.3381863560732113
504,25.0,50.0,0.7,0.05,1.0,0.2762063227953411,0.25540765391014975,0.3350665557404326,0.3350665557404326,0.3350665557404326
505,25.0,50.0,0.7,0.05,1.0,0.2084026622296173,0.2943011647254576,0.2943011647254576,0.2943011647254576,0.2988768718801997
