,n_components,1,3,5,7,9
0,1.0,0.38227953410981697,0.3113560732113145,0.27558236272878534,0.25415973377703827,0.2358569051580699
1,2.0,0.4103577371048253,0.33922628951747086,0.30615640599001664,0.27391846921797003,0.25207986688851913
2,3.0,0.430324459234609,0.358153078202995,0.32154742096505823,0.28410981697171384,0.2591514143094842
3,4.0,0.4369800332778702,0.3735440931780366,0.33132279534109815,0.28910149750415975,0.26975873544093176
4,5.0,0.4386439267886855,0.37396006655574043,0.33589850249584025,0.2911813643926789,0.2718386023294509
5,6.0,0.43905990016638935,0.37562396006655574,0.33277870216306155,0.29700499168053246,0.27246256239600664
