2,0.9973878565997503
3,0.8316783773461113
4,0.9151412466072582
5,0.987295724639635
6,1.0504675329018425
7,1.0470631456671569
8,0.8920464108918855
9,0.9449607663616248
10,0.9317395535858735
11,0.9858227671944867
12,0.9871479230514263
13,1.0000181023628048
14,1.0094717999842189
15,1.034216967694796
16,1.0492655306742817
17,1.1233690483070675
18,1.0879657799965368
19,1.1469937395843017
20,1.1489200675177293
21,1.2209450820274808
22,1.227390669791007
23,1.2384725600117086
24,1.219977167798319
25,1.222928811911362
