,k1,k3,k5,k7,k9
0,0.75,0.7352329450915142,0.7217138103161398,0.7185940099833611,0.7111064891846922
1,0.8090682196339434,0.7851497504159733,0.7751663893510815,0.7649750415973378,0.7591514143094842
2,0.8157237936772047,0.7901414309484193,0.7776622296173045,0.7676788685524126,0.759567387687188
