,swarm_size,max_iterations,fitness,k1,k3,k5,k7,k9
143,25.0,50.0,0.8730081348853301,0.5861064891846922,0.5771630615640599,0.5883943427620633,0.5894342762063228,0.5933860232945092
144,25.0,50.0,0.8730081348853301,0.5443011647254575,0.5428452579034941,0.5538685524126455,0.5553244592346089,0.565099833610649
145,25.0,50.0,0.8730081348853301,0.6333194675540765,0.6185524126455907,0.617720465890183,0.6168885191347754,0.6189683860232945
146,25.0,50.0,0.8730081348853301,0.6185524126455907,0.605865224625624,0.6210482529118136,0.6195923460898503,0.6243760399334443
147,25.0,50.0,0.8730081348853301,0.5671797004991681,0.55761231281198,0.5804908485856906,0.5877703826955075,0.586522462562396
148,25.0,50.0,0.8730081348853301,0.6701331114808652,0.6507903494176372,0.6493344425956739,0.6532861896838602,0.64891846921797
149,25.0,50.0,0.8730081348853301,0.4860648918469218,0.507279534109817,0.535981697171381,0.5413893510815307,0.5472129783693843
150,25.0,50.0,0.8730081348853301,0.543261231281198,0.5124792013311148,0.5241264559068219,0.528910149750416,0.5282861896838602
151,25.0,50.0,0.8730081348853301,0.6871880199667221,0.680116472545757,0.6844841930116472,0.6838602329450915,0.6832362728785357
152,25.0,50.0,0.8730081348853301,0.8019966722129783,0.7830698835274542,0.7820299500831946,0.7647670549084858,0.7585274542429284
153,25.0,50.0,0.8730081348853301,0.4365640599001664,0.4380199667221298,0.45798668885191346,0.4667221297836938,0.4648502495840266
154,25.0,50.0,0.8730081348853301,0.6936356073211315,0.6742928452579035,0.6726289517470881,0.6672212978369384,0.6747088186356073
155,25.0,50.0,0.8730081348853301,0.740432612312812,0.7306572379367721,0.7264975041597338,0.721297836938436,0.7136023294509152
156,25.0,50.0,0.8730081348853301,0.5825707154742097,0.5544925124792013,0.5686356073211315,0.5713394342762064,0.5738352745424293
157,25.0,50.0,0.8730081348853301,0.44072379367720466,0.4796173044925125,0.4970881863560732,0.4985440931780366,0.5106073211314476
158,25.0,50.0,0.8730081348853301,0.5272462562396006,0.5093594009983361,0.5166389351081531,0.5268302828618968,0.5278702163061564
159,25.0,50.0,0.8730081348853301,0.7229617304492513,0.6903078202995009,0.6925956738768719,0.6867720465890182,0.6794925124792013
160,25.0,50.0,0.8730081348853301,0.4715058236272879,0.4660981697171381,0.47857737104825293,0.49168053244592347,0.49771214642262895
161,25.0,50.0,0.8730081348853301,0.4619384359400998,0.48190515806988354,0.49896006655574043,0.5018718801996672,0.5103993344425957
162,25.0,50.0,0.8730081348853301,0.6457986688851913,0.6331114808652246,0.6362312811980033,0.6389351081530782,0.6368552412645591
163,25.0,50.0,0.8730081348853301,0.7061148086522463,0.6788685524126455,0.6749168053244592,0.6707570715474209,0.675332778702163
164,25.0,50.0,0.8730081348853301,0.4700499168053245,0.48523294509151416,0.507071547420965,0.5099833610648918,0.5212146422628952
165,25.0,50.0,0.8730081348853301,0.46734608985024956,0.485648918469218,0.5014559068219634,0.5118552412645591,0.5224625623960066
166,25.0,50.0,0.8730081348853301,0.6476705490848585,0.622712146422629,0.6287437603993344,0.6220881863560732,0.6258319467554077
167,25.0,50.0,0.8730081348853301,0.706738768718802,0.6992512479201332,0.687396006655574,0.6794925124792013,0.6772046589018302
168,25.0,50.0,0.8730081348853301,0.6522462562396006,0.6422628951747088,0.6482945091514143,0.64891846921797,0.6493344425956739
169,25.0,50.0,0.8730081348853301,0.6672212978369384,0.6720049916805324,0.6715890183028286,0.6797004991680532,0.6832362728785357
170,25.0,50.0,0.8730081348853301,0.596297836938436,0.5736272878535774,0.5788269550748752,0.5925540765391015,0.5944259567387687
171,25.0,50.0,0.8730081348853301,0.7325291181364393,0.7052828618968386,0.7013311148086523,0.6957154742096506,0.6998752079866889
172,25.0,50.0,0.8730081348853301,0.45029118136439267,0.44841930116472545,0.4677620632279534,0.47275374376039936,0.4796173044925125
173,25.0,50.0,0.8730081348853301,0.5403494176372712,0.5368136439267887,0.5482529118136439,0.5553244592346089,0.5559484193011647
174,25.0,50.0,0.8730081348853301,0.5470049916805324,0.5099833610648918,0.5259983361064892,0.5257903494176372,0.5316139767054908
175,25.0,50.0,0.8730081348853301,0.6200083194675541,0.617928452579035,0.6301996672212978,0.6403910149750416,0.6505823627287853
176,25.0,50.0,0.8730081348853301,0.7527038269550749,0.7450083194675541,0.7441763727121464,0.7458402662229617,0.7387687188019967
177,25.0,50.0,0.8730081348853301,0.7225457570715474,0.6950915141430949,0.6894758735440932,0.6821963394342762,0.6755407653910149
178,25.0,50.0,0.8730081348853301,0.5043677204658902,0.5266222961730449,0.5409733777038269,0.5470049916805324,0.5501247920133111
179,25.0,50.0,0.8730081348853301,0.4488352745424293,0.4527870216306156,0.4650582362728785,0.47129783693843597,0.47296173044925127
180,25.0,50.0,0.8730081348853301,0.4769134775374376,0.4873128119800333,0.4970881863560732,0.507071547420965,0.5101913477537438
181,25.0,50.0,0.8730081348853301,0.5775790349417638,0.5482529118136439,0.5588602329450915,0.5563643926788685,0.5580282861896838
182,25.0,50.0,0.8730081348853301,0.697171381031614,0.7000831946755408,0.6967554076539102,0.7075707154742097,0.7061148086522463
183,25.0,50.0,0.8730081348853301,0.4893926788685524,0.495216306156406,0.5170549084858569,0.5314059900166389,0.535981697171381
184,25.0,50.0,0.8730081348853301,0.7672628951747088,0.7468801996672213,0.7323211314475874,0.7279534109816972,0.7244176372712147
185,25.0,50.0,0.8730081348853301,0.5727953410981698,0.5619800332778702,0.5771630615640599,0.579450915141431,0.5869384359400999
186,25.0,50.0,0.8730081348853301,0.6264559068219634,0.6123128119800333,0.6193843594009983,0.6287437603993344,0.634567387687188
187,25.0,50.0,0.8730081348853301,0.514351081530782,0.5349417637271214,0.555116472545757,0.5580282861896838,0.5653078202995009
188,25.0,50.0,0.8730081348853301,0.5405574043261231,0.512063227953411,0.5295341098169717,0.5299500831946755,0.5380615640599001
189,25.0,50.0,0.8730081348853301,0.5137271214642263,0.5195507487520798,0.5314059900166389,0.5380615640599001,0.538269550748752
190,25.0,50.0,0.8730081348853301,0.668261231281198,0.6611896838602329,0.6693011647254575,0.6736688851913477,0.6828202995008319
191,25.0,50.0,0.8730081348853301,0.5582362728785357,0.5420133111480865,0.5526206322795341,0.5588602329450915,0.5601081530782029
192,25.0,50.0,0.8730081348853301,0.5158069883527454,0.473585690515807,0.48044925124792015,0.490432612312812,0.4968801996672213
193,25.0,50.0,0.8730081348853301,0.42949251247920134,0.44363560732113144,0.4527870216306156,0.4629783693843594,0.4731697171381032
194,25.0,50.0,0.8730081348853301,0.6578618968386023,0.6512063227953411,0.6545341098169717,0.663269550748752,0.6624376039933444
195,25.0,50.0,0.8730081348853301,0.5987936772046589,0.5709234608985025,0.5759151414309485,0.5740432612312812,0.5727953410981698
196,25.0,50.0,0.8730081348853301,0.6004575707154742,0.5931780366056573,0.6004575707154742,0.6125207986688852,0.6141846921797005
197,25.0,50.0,0.8730081348853301,0.5276622296173045,0.5058236272878536,0.5103993344425957,0.5170549084858569,0.5235024958402662
198,25.0,50.0,0.8730081348853301,0.6495424292845258,0.6378951747088186,0.6391430948419301,0.6397670549084858,0.6368552412645591
199,25.0,50.0,0.8730081348853301,0.31572379367720466,0.3182196339434276,0.3348585690515807,0.34463394342762066,0.3512895174708819
200,25.0,50.0,0.8730081348853301,0.59130615640599,0.5902662229617305,0.5917221297836939,0.5971297836938436,0.6019134775374376
201,25.0,50.0,0.8730081348853301,0.6324875207986689,0.6252079866888519,0.6372712146422629,0.6455906821963394,0.646630615640599
202,25.0,50.0,0.8730081348853301,0.5850665557404326,0.5617720465890182,0.5601081530782029,0.5592762063227953,0.5611480865224625
203,25.0,50.0,0.8730081348853301,0.49480033277870217,0.48523294509151416,0.5,0.5106073211314476,0.5178868552412645
204,25.0,50.0,0.8730081348853301,0.6961314475873545,0.6772046589018302,0.684900166389351,0.6780366056572379,0.6749168053244592
