,population,max_generations,combination_prob,mutation_prob,iteration,accuracy
295,25.0,50.0,0.7,0.05,1.0,0.4602745424292845
296,25.0,50.0,0.7,0.05,1.0,0.401414309484193
297,25.0,50.0,0.7,0.05,1.0,0.5203826955074875
298,25.0,50.0,0.7,0.05,1.0,0.439891846921797
299,25.0,50.0,0.7,0.05,1.0,0.4762895174708819
300,25.0,50.0,0.7,0.05,1.0,0.3213394342762063
301,25.0,50.0,0.7,0.05,1.0,0.3288269550748752
302,25.0,50.0,0.7,0.05,1.0,0.34068219633943425
303,25.0,50.0,0.7,0.05,1.0,0.2502079866888519
304,25.0,50.0,0.7,0.05,1.0,0.41410149750415975
305,25.0,50.0,0.7,0.05,1.0,0.2608153078202995
306,25.0,50.0,0.7,0.05,1.0,0.35836106489184694
307,25.0,50.0,0.7,0.05,1.0,0.31426788685524126
308,25.0,50.0,0.7,0.05,1.0,0.3500415973377704
309,25.0,50.0,0.7,0.05,1.0,0.4045341098169717
310,25.0,50.0,0.7,0.05,1.0,0.3040765391014975
311,25.0,50.0,0.7,0.05,1.0,0.3198835274542429
312,25.0,50.0,0.7,0.05,1.0,0.3198835274542429
313,25.0,50.0,0.7,0.05,1.0,0.343801996672213
314,25.0,50.0,0.7,0.05,1.0,0.3381863560732113
315,25.0,50.0,0.7,0.05,1.0,0.430324459234609
316,25.0,50.0,0.7,0.05,1.0,0.2801580698835274
317,25.0,50.0,0.7,0.05,1.0,0.37707986688851913
318,25.0,50.0,0.7,0.05,1.0,0.2502079866888519
319,25.0,50.0,0.7,0.05,1.0,0.3259151414309484
320,25.0,50.0,0.7,0.05,1.0,0.26955074875207985
321,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
322,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
323,25.0,50.0,0.7,0.05,1.0,0.3067803660565724
324,25.0,50.0,0.7,0.05,1.0,0.32154742096505823
325,25.0,50.0,0.7,0.05,1.0,0.36460066555740434
326,25.0,50.0,0.7,0.05,1.0,0.2608153078202995
327,25.0,50.0,0.7,0.05,1.0,0.34068219633943425
328,25.0,50.0,0.7,0.05,1.0,0.40099833610648916
329,25.0,50.0,0.7,0.05,1.0,0.38061564059900166
330,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
331,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
332,25.0,50.0,0.7,0.05,1.0,0.310108153078203
333,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
334,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
335,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
336,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
337,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
338,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
339,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
340,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
341,25.0,50.0,0.7,0.05,1.0,0.3132279534109817
342,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
343,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
344,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
345,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
346,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
347,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
348,25.0,50.0,0.7,0.05,1.0,0.2608153078202995
349,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
350,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
351,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
352,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
353,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
354,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
355,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
356,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
357,25.0,50.0,0.7,0.05,1.0,0.2801580698835274
358,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
359,25.0,50.0,0.7,0.05,1.0,0.24563227953410982
360,25.0,50.0,0.7,0.05,1.0,0.4448835274542429
361,25.0,50.0,0.7,0.05,1.0,0.46110648918469216
362,25.0,50.0,0.7,0.05,1.0,0.4507071547420965
363,25.0,50.0,0.7,0.05,1.0,0.35690515806988354
364,25.0,50.0,0.7,0.05,1.0,0.5027038269550749
365,25.0,50.0,0.7,0.05,1.0,0.46089850249584025
366,25.0,50.0,0.7,0.05,1.0,0.40744592346089853
367,25.0,50.0,0.7,0.05,1.0,0.3658485856905158
368,25.0,50.0,0.7,0.05,1.0,0.34442595673876875
369,25.0,50.0,0.7,0.05,1.0,0.4492512479201331
370,25.0,50.0,0.7,0.05,1.0,0.5368136439267887
371,25.0,50.0,0.7,0.05,1.0,0.4224209650582363
372,25.0,50.0,0.7,0.05,1.0,0.430324459234609
373,25.0,50.0,0.7,0.05,1.0,0.4240848585690516
374,25.0,50.0,0.7,0.05,1.0,0.4190931780366057
375,25.0,50.0,0.7,0.05,1.0,0.4981281198003328
376,25.0,50.0,0.7,0.05,1.0,0.4490432612312812
377,25.0,50.0,0.7,0.05,1.0,0.3612728785357737
378,25.0,50.0,0.7,0.05,1.0,0.3562811980033278
379,25.0,50.0,0.7,0.05,1.0,0.3448419301164726
380,25.0,50.0,0.7,0.05,1.0,0.4631863560732113
381,25.0,50.0,0.7,0.05,1.0,0.37895174708818635
382,25.0,50.0,0.7,0.05,1.0,0.5164309484193012
383,25.0,50.0,0.7,0.05,1.0,0.5613560732113144
384,25.0,50.0,0.7,0.05,1.0,0.42179700499168055
385,25.0,50.0,0.7,0.05,1.0,0.40203826955074873
386,25.0,50.0,0.7,0.05,1.0,0.4956322795341098
387,25.0,50.0,0.7,0.05,1.0,0.42470881863560733
388,25.0,50.0,0.7,0.05,1.0,0.33257071547420963
389,25.0,50.0,0.7,0.05,1.0,0.4305324459234609
390,25.0,50.0,0.7,0.05,1.0,0.401414309484193
391,25.0,50.0,0.7,0.05,1.0,0.26955074875207985
392,25.0,50.0,0.7,0.05,1.0,0.343801996672213
393,25.0,50.0,0.7,0.05,1.0,0.3843594009983361
394,25.0,50.0,0.7,0.05,1.0,0.4118136439267887
395,25.0,50.0,0.7,0.05,1.0,0.3612728785357737
396,25.0,50.0,0.7,0.05,1.0,0.38976705490848584
397,25.0,50.0,0.7,0.05,1.0,0.34089018302828616
398,25.0,50.0,0.7,0.05,1.0,0.31426788685524126
399,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
400,25.0,50.0,0.7,0.05,1.0,0.3371464226289517
401,25.0,50.0,0.7,0.05,1.0,0.2608153078202995
402,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
403,25.0,50.0,0.7,0.05,1.0,0.4045341098169717
404,25.0,50.0,0.7,0.05,1.0,0.32508319467554075
405,25.0,50.0,0.7,0.05,1.0,0.4012063227953411
406,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
407,25.0,50.0,0.7,0.05,1.0,0.3785357737104825
408,25.0,50.0,0.7,0.05,1.0,0.3371464226289517
409,25.0,50.0,0.7,0.05,1.0,0.3452579034941764
410,25.0,50.0,0.7,0.05,1.0,0.3198835274542429
411,25.0,50.0,0.7,0.05,1.0,0.4045341098169717
412,25.0,50.0,0.7,0.05,1.0,0.39267886855241263
413,25.0,50.0,0.7,0.05,1.0,0.36501663893510816
414,25.0,50.0,0.7,0.05,1.0,0.30178868552412647
415,25.0,50.0,0.7,0.05,1.0,0.3198835274542429
416,25.0,50.0,0.7,0.05,1.0,0.3132279534109817
417,25.0,50.0,0.7,0.05,1.0,0.24563227953410982
418,25.0,50.0,0.7,0.05,1.0,0.3452579034941764
419,25.0,50.0,0.7,0.05,1.0,0.42491680532445925
420,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
421,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
422,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
423,25.0,50.0,0.7,0.05,1.0,0.3481697171381032
424,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
425,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
426,25.0,50.0,0.7,0.05,1.0,0.22628951747088186
427,25.0,50.0,0.7,0.05,1.0,0.2608153078202995
428,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
429,25.0,50.0,0.7,0.05,1.0,0.3935108153078203
430,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
431,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
432,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
433,25.0,50.0,0.7,0.05,1.0,0.300540765391015
434,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
435,25.0,50.0,0.7,0.05,1.0,0.2502079866888519
436,25.0,50.0,0.7,0.05,1.0,0.24563227953410982
437,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
438,25.0,50.0,0.7,0.05,1.0,0.3040765391014975
439,25.0,50.0,0.7,0.05,1.0,0.300540765391015
440,25.0,50.0,0.7,0.05,1.0,0.1836522462562396
441,25.0,50.0,0.7,0.05,1.0,0.300540765391015
442,25.0,50.0,0.7,0.05,1.0,0.2976289517470882
443,25.0,50.0,0.7,0.05,1.0,0.18552412645590682
444,25.0,50.0,0.7,0.05,1.0,0.300540765391015
445,25.0,50.0,0.7,0.05,1.0,0.3612728785357737
