,swarm_size,max_iterations,fitness,accuracy
134,25.0,50.0,0.8730081348853301,0.6797004991680532
135,25.0,50.0,0.8730081348853301,0.5994176372712147
136,25.0,50.0,0.8730081348853301,0.7362728785357737
137,25.0,50.0,0.8730081348853301,0.7502079866888519
138,25.0,50.0,0.8730081348853301,0.591514143094842
139,25.0,50.0,0.8730081348853301,0.5357737104825291
140,25.0,50.0,0.8730081348853301,0.5894342762063228
141,25.0,50.0,0.8730081348853301,0.6222961730449251
142,25.0,50.0,0.8730081348853301,0.5443011647254575
143,25.0,50.0,0.8730081348853301,0.586522462562396
144,25.0,50.0,0.8730081348853301,0.5459650582362728
145,25.0,50.0,0.8730081348853301,0.6083610648918469
146,25.0,50.0,0.8730081348853301,0.6139767054908486
147,25.0,50.0,0.8730081348853301,0.5671797004991681
148,25.0,50.0,0.8730081348853301,0.6665973377703827
149,25.0,50.0,0.8730081348853301,0.5424292845257903
150,25.0,50.0,0.8730081348853301,0.5268302828618968
151,25.0,50.0,0.8730081348853301,0.663477537437604
152,25.0,50.0,0.8730081348853301,0.757279534109817
153,25.0,50.0,0.8730081348853301,0.46859400998336104
154,25.0,50.0,0.8730081348853301,0.6693011647254575
155,25.0,50.0,0.8730081348853301,0.7102745424292846
156,25.0,50.0,0.8730081348853301,0.572171381031614
157,25.0,50.0,0.8730081348853301,0.5282861896838602
158,25.0,50.0,0.8730081348853301,0.5172628951747088
159,25.0,50.0,0.8730081348853301,0.6894758735440932
160,25.0,50.0,0.8730081348853301,0.47920133111480867
161,25.0,50.0,0.8730081348853301,0.49292845257903495
162,25.0,50.0,0.8730081348853301,0.6318635607321131
163,25.0,50.0,0.8730081348853301,0.6880199667221298
164,25.0,50.0,0.8730081348853301,0.4939683860232945
165,25.0,50.0,0.8730081348853301,0.5195507487520798
166,25.0,50.0,0.8730081348853301,0.6378951747088186
167,25.0,50.0,0.8730081348853301,0.675332778702163
168,25.0,50.0,0.8730081348853301,0.6333194675540765
169,25.0,50.0,0.8730081348853301,0.6780366056572379
170,25.0,50.0,0.8730081348853301,0.5752911813643927
171,25.0,50.0,0.8730081348853301,0.7088186356073212
172,25.0,50.0,0.8730081348853301,0.45008319467554075
173,25.0,50.0,0.8730081348853301,0.5376455906821963
174,25.0,50.0,0.8730081348853301,0.543053244592346
175,25.0,50.0,0.8730081348853301,0.6071131447587355
176,25.0,50.0,0.8730081348853301,0.7489600665557404
177,25.0,50.0,0.8730081348853301,0.6938435940099834
178,25.0,50.0,0.8730081348853301,0.5274542429284526
179,25.0,50.0,0.8730081348853301,0.4477953410981697
180,25.0,50.0,0.8730081348853301,0.483153078202995
181,25.0,50.0,0.8730081348853301,0.5490848585690515
182,25.0,50.0,0.8730081348853301,0.6982113144758736
183,25.0,50.0,0.8730081348853301,0.49916805324459235
184,25.0,50.0,0.8730081348853301,0.7462562396006656
185,25.0,50.0,0.8730081348853301,0.5765391014975042
186,25.0,50.0,0.8730081348853301,0.6245840266222962
187,25.0,50.0,0.8730081348853301,0.5418053244592346
188,25.0,50.0,0.8730081348853301,0.5355657237936772
189,25.0,50.0,0.8730081348853301,0.5166389351081531
190,25.0,50.0,0.8730081348853301,0.6568219633943427
191,25.0,50.0,0.8730081348853301,0.552828618968386
192,25.0,50.0,0.8730081348853301,0.5099833610648918
193,25.0,50.0,0.8730081348853301,0.4777454242928453
194,25.0,50.0,0.8730081348853301,0.646630615640599
195,25.0,50.0,0.8730081348853301,0.5782029950083195
196,25.0,50.0,0.8730081348853301,0.5979617304492513
197,25.0,50.0,0.8730081348853301,0.528702163061564
198,25.0,50.0,0.8730081348853301,0.6455906821963394
199,25.0,50.0,0.8730081348853301,0.36356073211314477
200,25.0,50.0,0.8730081348853301,0.5798668885191348
201,25.0,50.0,0.8730081348853301,0.6301996672212978
202,25.0,50.0,0.8730081348853301,0.5717554076539102
203,25.0,50.0,0.8730081348853301,0.4862728785357737
204,25.0,50.0,0.8730081348853301,0.665765391014975
205,25.0,50.0,0.8730081348853301,0.6512063227953411
206,25.0,50.0,0.8730081348853301,0.5526206322795341
207,25.0,50.0,0.8730081348853301,0.5447171381031614
208,25.0,50.0,0.8730081348853301,0.4937603993344426
209,25.0,50.0,0.8730081348853301,0.5316139767054908
210,25.0,50.0,0.8730081348853301,0.6649334442595674
211,25.0,50.0,0.8730081348853301,0.7316971713810316
212,25.0,50.0,0.8730081348853301,0.5183028286189684
213,25.0,50.0,0.8730081348853301,0.6189683860232945
214,25.0,50.0,0.8730081348853301,0.40557404326123125
215,25.0,50.0,0.8730081348853301,0.49896006655574043
216,25.0,50.0,0.8730081348853301,0.33423460898502494
217,25.0,50.0,0.8730081348853301,0.6378951747088186
218,25.0,50.0,0.8730081348853301,0.5222545757071547
219,25.0,50.0,0.8730081348853301,0.3980865224625624
220,25.0,50.0,0.8730081348853301,0.7423044925124792
221,25.0,50.0,0.8730081348853301,0.5470049916805324
222,25.0,50.0,0.8730081348853301,0.5636439267886856
223,25.0,50.0,0.8730081348853301,0.4305324459234609
224,25.0,50.0,0.8730081348853301,0.7319051580698835
225,25.0,50.0,0.8730081348853301,0.40806988352745427
226,25.0,50.0,0.8730081348853301,0.5405574043261231
227,25.0,50.0,0.8730081348853301,0.49438435940099834
228,25.0,50.0,0.8730081348853301,0.5139351081530782
229,25.0,50.0,0.8730081348853301,0.47920133111480867
230,25.0,50.0,0.8730081348853301,0.5158069883527454
231,25.0,50.0,0.8730081348853301,0.6647254575707154
232,25.0,50.0,0.8730081348853301,0.651414309484193
233,25.0,50.0,0.8730081348853301,0.6062811980033278
234,25.0,50.0,0.8730081348853301,0.512063227953411
235,25.0,50.0,0.8730081348853301,0.44072379367720466
236,25.0,50.0,0.8730081348853301,0.7098585690515807
237,25.0,50.0,0.8730081348853301,0.3781198003327787
238,25.0,50.0,0.8730081348853301,0.4779534109816972
239,25.0,50.0,0.8730081348853301,0.4631863560732113
240,25.0,50.0,0.8730081348853301,0.7466722129783694
241,25.0,50.0,0.8730081348853301,0.451955074875208
242,25.0,50.0,0.8730081348853301,0.49292845257903495
243,25.0,50.0,0.8730081348853301,0.7506239600665557
244,25.0,50.0,0.8730081348853301,0.5686356073211315
245,25.0,50.0,0.8730081348853301,0.6000415973377704
246,25.0,50.0,0.8730081348853301,0.6304076539101497
247,25.0,50.0,0.8730081348853301,0.5141430948419301
248,25.0,50.0,0.8730081348853301,0.49480033277870217
249,25.0,50.0,0.8730081348853301,0.6709650582362728
250,25.0,50.0,0.8730081348853301,0.46256239600665555
251,25.0,50.0,0.8730081348853301,0.5343178036605657
252,25.0,50.0,0.8730081348853301,0.5203826955074875
253,25.0,50.0,0.8730081348853301,0.5809068219633944
254,25.0,50.0,0.8730081348853301,0.40557404326123125
255,25.0,50.0,0.8730081348853301,0.5472129783693843
256,25.0,50.0,0.8730081348853301,0.5395174708818635
257,25.0,50.0,0.8730081348853301,0.46131447587354407
258,25.0,50.0,0.8730081348853301,0.4908485856905158
259,25.0,50.0,0.8730081348853301,0.6141846921797005
260,25.0,50.0,0.8730081348853301,0.6212562396006656
261,25.0,50.0,0.8730081348853301,0.8053244592346089
262,25.0,50.0,0.8730081348853301,0.5068635607321131
263,25.0,50.0,0.8730081348853301,0.3980865224625624
264,25.0,50.0,0.8730081348853301,0.49750415973377704
265,25.0,50.0,0.8730081348853301,0.694883527454243
266,25.0,50.0,0.8730081348853301,0.56738768718802
267,25.0,50.0,0.8730081348853301,0.4877287853577371
268,25.0,50.0,0.8730081348853301,0.7052828618968386
269,25.0,50.0,0.8730081348853301,0.4731697171381032
