,swarm_size,max_iterations,fitness,accuracy
0,25.0,50.0,0.8730081348853301,0.5601081530782029
1,25.0,50.0,0.8730081348853301,0.5596921797004991
2,25.0,50.0,0.8730081348853301,0.6967554076539102
3,25.0,50.0,0.8730081348853301,0.555116472545757
4,25.0,50.0,0.8730081348853301,0.5257903494176372
5,25.0,50.0,0.8730081348853301,0.6389351081530782
6,25.0,50.0,0.8730081348853301,0.7013311148086523
7,25.0,50.0,0.8730081348853301,0.690099833610649
8,25.0,50.0,0.8730081348853301,0.7425124792013311
9,25.0,50.0,0.8730081348853301,0.6416389351081531
10,25.0,50.0,0.8730081348853301,0.5717554076539102
11,25.0,50.0,0.8730081348853301,0.6455906821963394
12,25.0,50.0,0.8730081348853301,0.7096505823627288
13,25.0,50.0,0.8730081348853301,0.5474209650582362
14,25.0,50.0,0.8730081348853301,0.6374792013311148
15,25.0,50.0,0.8730081348853301,0.5280782029950083
16,25.0,50.0,0.8730081348853301,0.6100249584026622
17,25.0,50.0,0.8730081348853301,0.5854825291181365
18,25.0,50.0,0.8730081348853301,0.7685108153078203
19,25.0,50.0,0.8730081348853301,0.6693011647254575
20,25.0,50.0,0.8730081348853301,0.6405990016638935
21,25.0,50.0,0.8730081348853301,0.6809484193011647
22,25.0,50.0,0.8730081348853301,0.7389767054908486
23,25.0,50.0,0.8730081348853301,0.4253327787021631
24,25.0,50.0,0.8730081348853301,0.5062396006655574
25,25.0,50.0,0.8730081348853301,0.6131447587354409
26,25.0,50.0,0.8730081348853301,0.6570299500831946
27,25.0,50.0,0.8730081348853301,0.5759151414309485
28,25.0,50.0,0.8730081348853301,0.5153910149750416
29,25.0,50.0,0.8730081348853301,0.5393094841930116
30,25.0,50.0,0.8730081348853301,0.711730449251248
31,25.0,50.0,0.8730081348853301,0.6543261231281198
32,25.0,50.0,0.8730081348853301,0.793261231281198
33,25.0,50.0,0.8730081348853301,0.6114808652246256
34,25.0,50.0,0.8730081348853301,0.3733361064891847
35,25.0,50.0,0.8730081348853301,0.5137271214642263
36,25.0,50.0,0.8730081348853301,0.6237520798668885
37,25.0,50.0,0.8730081348853301,0.8011647254575707
38,25.0,50.0,0.8730081348853301,0.6909317803660566
39,25.0,50.0,0.8730081348853301,0.6023294509151415
40,25.0,50.0,0.8730081348853301,0.5765391014975042
41,25.0,50.0,0.8730081348853301,0.7223377703826955
42,25.0,50.0,0.8730081348853301,0.6168885191347754
43,25.0,50.0,0.8730081348853301,0.7106905158069884
44,25.0,50.0,0.8730081348853301,0.6116888519134775
45,25.0,50.0,0.8730081348853301,0.52391846921797
46,25.0,50.0,0.8730081348853301,0.6907237936772047
47,25.0,50.0,0.8730081348853301,0.5361896838602329
48,25.0,50.0,0.8730081348853301,0.7034109816971714
49,25.0,50.0,0.8730081348853301,0.7685108153078203
50,25.0,50.0,0.8730081348853301,0.6360232945091514
51,25.0,50.0,0.8730081348853301,0.745216306156406
52,25.0,50.0,0.8730081348853301,0.677828618968386
53,25.0,50.0,0.8730081348853301,0.6880199667221298
54,25.0,50.0,0.8730081348853301,0.5582362728785357
55,25.0,50.0,0.8730081348853301,0.6973793677204659
56,25.0,50.0,0.8730081348853301,0.6628535773710482
57,25.0,50.0,0.8730081348853301,0.5515806988352745
58,25.0,50.0,0.8730081348853301,0.6385191347753744
59,25.0,50.0,0.8730081348853301,0.4983361064891847
60,25.0,50.0,0.8730081348853301,0.6004575707154742
61,25.0,50.0,0.8730081348853301,0.6266638935108153
62,25.0,50.0,0.8730081348853301,0.4490432612312812
63,25.0,50.0,0.8730081348853301,0.5251663893510815
64,25.0,50.0,0.8730081348853301,0.6035773710482529
65,25.0,50.0,0.8730081348853301,0.5954658901830283
66,25.0,50.0,0.8730081348853301,0.6645174708818635
67,25.0,50.0,0.8730081348853301,0.7687188019966722
68,25.0,50.0,0.8730081348853301,0.7050748752079867
69,25.0,50.0,0.8730081348853301,0.7333610648918469
70,25.0,50.0,0.8730081348853301,0.6649334442595674
71,25.0,50.0,0.8730081348853301,0.677828618968386
72,25.0,50.0,0.8730081348853301,0.7818219633943427
73,25.0,50.0,0.8730081348853301,0.5349417637271214
74,25.0,50.0,0.8730081348853301,0.7202579034941764
75,25.0,50.0,0.8730081348853301,0.6595257903494176
76,25.0,50.0,0.8730081348853301,0.5958818635607321
77,25.0,50.0,0.8730081348853301,0.6526622296173045
78,25.0,50.0,0.8730081348853301,0.6553660565723793
79,25.0,50.0,0.8730081348853301,0.668053244592346
80,25.0,50.0,0.8730081348853301,0.6306156405990017
81,25.0,50.0,0.8730081348853301,0.7997088186356073
82,25.0,50.0,0.8730081348853301,0.6451747088186356
83,25.0,50.0,0.8730081348853301,0.5474209650582362
84,25.0,50.0,0.8730081348853301,0.6241680532445923
85,25.0,50.0,0.8730081348853301,0.72608153078203
86,25.0,50.0,0.8730081348853301,0.7142262895174709
87,25.0,50.0,0.8730081348853301,0.5405574043261231
88,25.0,50.0,0.8730081348853301,0.5742512479201332
89,25.0,50.0,0.8730081348853301,0.6283277870216306
90,25.0,50.0,0.8730081348853301,0.6027454242928453
91,25.0,50.0,0.8730081348853301,0.7847337770382695
92,25.0,50.0,0.8730081348853301,0.5856905158069884
93,25.0,50.0,0.8730081348853301,0.7310732113144759
94,25.0,50.0,0.8730081348853301,0.7056988352745425
95,25.0,50.0,0.8730081348853301,0.6433028286189684
96,25.0,50.0,0.8730081348853301,0.5601081530782029
97,25.0,50.0,0.8730081348853301,0.7641430948419301
98,25.0,50.0,0.8730081348853301,0.43094841930116473
99,25.0,50.0,0.8730081348853301,0.6364392678868552
100,25.0,50.0,0.8730081348853301,0.6890599001663894
101,25.0,50.0,0.8730081348853301,0.5388935108153078
102,25.0,50.0,0.8730081348853301,0.6934276206322796
103,25.0,50.0,0.8730081348853301,0.6293677204658902
104,25.0,50.0,0.8730081348853301,0.7148502495840267
105,25.0,50.0,0.8730081348853301,0.7129783693843594
106,25.0,50.0,0.8730081348853301,0.565099833610649
107,25.0,50.0,0.8730081348853301,0.7300332778702163
108,25.0,50.0,0.8730081348853301,0.7287853577371048
109,25.0,50.0,0.8730081348853301,0.6416389351081531
110,25.0,50.0,0.8730081348853301,0.6385191347753744
111,25.0,50.0,0.8730081348853301,0.5470049916805324
112,25.0,50.0,0.8730081348853301,0.7242096505823628
113,25.0,50.0,0.8730081348853301,0.5386855241264559
114,25.0,50.0,0.8730081348853301,0.7073627287853578
115,25.0,50.0,0.8730081348853301,0.596297836938436
116,25.0,50.0,0.8730081348853301,0.5586522462562395
117,25.0,50.0,0.8730081348853301,0.5297420965058236
118,25.0,50.0,0.8730081348853301,0.5401414309484193
119,25.0,50.0,0.8730081348853301,0.5472129783693843
120,25.0,50.0,0.8730081348853301,0.6364392678868552
121,25.0,50.0,0.8730081348853301,0.668261231281198
122,25.0,50.0,0.8730081348853301,0.7086106489184693
123,25.0,50.0,0.8730081348853301,0.6208402662229617
124,25.0,50.0,0.8730081348853301,0.6480865224625624
125,25.0,50.0,0.8730081348853301,0.6811564059900166
126,25.0,50.0,0.8730081348853301,0.46131447587354407
127,25.0,50.0,0.8730081348853301,0.6014975041597338
128,25.0,50.0,0.8730081348853301,0.49896006655574043
129,25.0,50.0,0.8730081348853301,0.7462562396006656
130,25.0,50.0,0.8730081348853301,0.581946755407654
131,25.0,50.0,0.8730081348853301,0.5802828618968386
132,25.0,50.0,0.8730081348853301,0.5933860232945092
133,25.0,50.0,0.8730081348853301,0.5155990016638935
