swarm_size,max_iterations,fitness,elevation,aspect,slope,horiz_dist_hydro,vert_dist_hydro,horiz_dist_road,hillshade_9,hill_shade_noon,hill_shade_15,horiz_dist_fire,wild_area_0,wild_area_1,wild_area_2,wild_area_3,soil_type_0,soil_type_1,soil_type_2,soil_type_3,soil_type_4,soil_type_5,soil_type_6,soil_type_7,soil_type_8,soil_type_9,soil_type_10,soil_type_11,soil_type_12,soil_type_13,soil_type_14,soil_type_15,soil_type_16,soil_type_17,soil_type_18,soil_type_19,soil_type_20,soil_type_21,soil_type_22,soil_type_23,soil_type_24,soil_type_25,soil_type_26,soil_type_27,soil_type_28,soil_type_29,soil_type_30,soil_type_31,soil_type_32,soil_type_33,soil_type_34,soil_type_35,soil_type_36,soil_type_37,soil_type_38,soil_type_39
25,50,0.9058027177052099,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
25,50,0.9119174324567901,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False
25,50,0.9285618985454406,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True
25,50,0.8914499329231736,False,True,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True
25,50,0.9130569751509884,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
25,50,0.9122601860346443,True,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True
25,50,0.9127178874163641,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True
25,50,0.9058928582240441,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True
25,50,0.9046256781816249,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True
25,50,0.908730698712108,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
25,50,0.9306811827860149,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
25,50,1e+100,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True
25,50,0.9200540383865627,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False
25,50,0.910628278716111,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
25,100,0.9090682656171305,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False
25,100,0.9056661449165483,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True
25,100,0.9358190877288185,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,True
25,100,0.9127098352430798,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,True
25,100,0.9085469814696988,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False
25,100,0.9234290518451669,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False
25,100,0.9176795462373665,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True
25,100,0.9105832028810213,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True
25,100,0.9075576163199331,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False
25,100,0.9173934753064223,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True
25,100,0.9158280001551504,False,False,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True
25,100,0.9082307665166555,True,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True
25,100,0.8991628177066175,False,True,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True
25,100,0.903029697876955,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,True
25,100,0.9213445766613823,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True
25,100,0.9203411682317626,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True
25,100,0.9188874165378156,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
25,100,0.9217804738044284,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False
25,100,0.9161407760856327,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True
25,100,0.9084846276375217,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True
25,100,0.9098659049937939,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True
25,100,0.9100399064648415,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True,False,True
25,100,0.9231692159015086,False,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True
25,100,0.9100082422644387,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,True
25,100,0.9154092531916573,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False
25,100,0.8938472586258001,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True
25,100,0.915513799798414,True,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False
25,100,0.9211382797484322,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,True,False
25,100,0.9070545697732131,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True
25,100,0.9145953934422367,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True
25,200,0.907294249269814,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,True
25,200,0.8960089994735176,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
25,200,0.894295037895069,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True
25,200,0.8942373361496848,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True
25,200,0.9138027651752373,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False
25,200,0.9143043865662408,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True
25,200,0.9131336998877861,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True
25,200,0.9327286278154505,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True
25,200,0.9374516288390895,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False
25,200,0.8974633206031282,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
25,200,0.9052050359891649,False,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
25,200,0.9076683365493494,True,True,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True
25,200,0.9164785106267302,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,True
25,200,0.9074156472162285,False,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True
25,200,0.9166945512787829,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,False,True
25,200,0.9147037740659232,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,False
25,200,0.9030426727049128,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True
25,200,0.9041716396805958,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True
25,200,0.9199937451173006,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,False,False,True,False,True
25,200,1e+100,True,True,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True
25,200,0.921275188852669,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True
25,200,0.9239191428927589,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,False
25,200,0.9083610607696797,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False
25,200,1e+100,False,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False
25,200,0.9197855432271306,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True
25,200,0.9319734051925808,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False
25,200,0.9136792263313275,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True
25,200,0.9113798194065879,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,True
25,200,0.9055072164200074,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True
25,200,0.9162644863698969,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False
50,50,0.8985518499458228,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,True,False
50,50,0.9072121211536335,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False
50,50,0.9029287025768463,False,False,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True
50,50,0.9095715875474304,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True
50,50,0.9086918169925441,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True
50,50,0.9121010505922117,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True
50,50,0.9090619570425632,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False
50,50,0.8887725105133109,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True
50,50,0.8660957633630662,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,True
50,50,0.9052426604579082,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False
50,50,0.9021366436020775,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
50,50,0.9202905775349451,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True
50,50,0.8915849465463619,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,True
50,50,0.8928226820185857,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
50,50,0.9025162326182369,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True
50,50,0.8954191832594066,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
50,50,0.8831148762264521,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True
50,50,0.9018593108013715,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True
50,50,0.8858961699884297,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True
