,representativity (%),1,3,5,7,9
0,75.0,0.31426788685524126,0.24396838602329451,0.2285773710482529,0.21401830282861897,0.1975873544093178
1,85.0,0.31426788685524126,0.24313643926788686,0.22753743760399334,0.21339434276206323,0.19717138103161397
2,95.0,0.31094009983361065,0.24604825291181365,0.22628951747088186,0.21048252911813645,0.19509151414309484
