2,3.0125509655825264
3,3.094894678980874
4,2.698991882951865
5,2.172199585965321
6,2.6282796161907402
7,2.415074374716281
8,2.1311288398184187
9,1.9871698187321805
10,1.8584317845935232
11,1.9014057050679933
12,1.813224624652405
13,1.7734009096837355
14,1.774666784748383
15,1.752877879446179
16,1.6798031883115094
17,1.5848156812668697
18,1.5706723262090483
19,1.611854297463929
20,1.6522023785966975
21,1.688837012527642
22,1.6339347535029929
23,1.3842542201565486
24,1.3342872121989526
25,1.4320832930498724
